id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
12497	order	Acholeplasmatales	1	2	4			2.15	0.00	[2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2]
12498	order	Euzebyales	1	2	2			2.00	0.00	[2]
12499	order	Methanococcales	2	2	4			2.20	0.20	[2, 3, 3, 4, 2, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2]
12500	order	Fimbriimonadales	1	2	2			2.00	0.00	[2]
12501	order	Orbales	1	4	4			4.00	0.00	[4, 4]
12502	order	Bradymonadales	1	5	5			5.00	0.00	[5]
12503	order	Thermomicrobiales	1	2	2			2.00	0.00	[2]
12504	order	Caldilineales	1	2	2			2.00	0.00	[2]
12505	order	Methanomicrobiales	4	1	4			2.62	0.96	[3, 1, 1, 3, 4, 1, 1, 1, 1, 2]
12506	order	"Nitrospirales"	1	1	3			1.42	0.00	[3, 2, 2, 2, 1, 1, 1, 1, 1]
12507	order	Methanomassiliicoccales	1	1	2			1.20	0.00	[1, 1, 1, 1, 2]
12508	order	Campylobacterales	2	1	6			3.18	0.20	[3, 3, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 5, 4, 5, 5, 5, 6, 6, 6, 4, 5, 5, 3, 2, 2, 4, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 1, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3]
12509	order	Legionellales	2	1	4			2.04	1.04	[3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
12510	order	Rhizobiales	21	1	11			2.20	0.86	[3, 3, 3, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 2, 2, 3, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 5, 3, 3, 4, 3, 3, 3, 3, 3, 3, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 3, 3, 3, 5, 6, 6, 5, 5, 7, 5, 5, 4, 5, 11, 4, 4, 5, 5, 5, 5, 4, 6, 9, 11, 4, 5, 4, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 2, 2, 3, 1, 2, 2, 2, 1, 3, 3, 4, 4, 5, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
12511	order	"Vibrionales"	1	6	21			9.19	0.00	[7, 7, 10, 8, 9, 8, 11, 7, 8, 7, 11, 9, 8, 7, 7, 9, 11, 7, 9, 8, 11, 11, 12, 11, 7, 10, 8, 8, 6, 9, 12, 11, 10, 8, 10, 8, 7, 8, 10, 7, 10, 10, 8, 12, 7, 12, 10, 11, 11, 11, 10, 12, 9, 14, 11, 11, 11, 10, 11, 9, 9, 12, 12, 12, 12, 13, 10, 13, 9, 11, 9, 12, 10, 8, 12, 12, 9, 11, 8, 9, 10, 9, 8, 9, 10, 10, 12, 12, 11, 12, 9, 12, 12, 11, 12, 14, 12, 12, 12, 12, 12, 12, 12, 12, 12, 7, 8, 11, 13, 9, 10, 10, 9, 11, 13, 9, 10, 8, 8, 9, 11, 10, 9, 8, 10, 9, 8, 10, 12, 11, 12, 12, 9, 12, 12, 12, 7, 12, 11, 10, 12, 13, 12, 12, 9, 9, 11, 10, 10, 12, 12, 9, 11, 12, 15, 11, 11, 12, 11, 11, 10, 6, 9, 9, 9, 9, 12, 12, 7, 15, 9, 15, 9, 15, 21, 6]
12512	order	Acidimicrobiales	1	1	2			1.50	0.00	[1, 2]
12513	order	Oceanospirillales	9	1	8			3.68	1.39	[1, 3, 4, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 4, 5, 6, 4, 4, 3, 8, 7, 8, 5, 4, 5, 1, 4, 6, 6, 4, 1, 4, 4, 6, 6, 6, 5, 6, 6, 6, 5, 7, 7, 5, 6, 4, 4, 5]
12514	order	Clostridiales	29	1	17			5.38	2.70	[5, 5, 6, 2, 11, 11, 5, 4, 3, 5, 5, 6, 5, 5, 7, 5, 2, 5, 11, 2, 4, 8, 4, 6, 8, 4, 3, 3, 4, 3, 3, 3, 4, 3, 2, 4, 2, 3, 4, 4, 6, 6, 6, 6, 2, 3, 3, 2, 2, 2, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 4, 10, 8, 6, 6, 11, 10, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 4, 2, 6, 5, 5, 5, 11, 6, 11, 10, 7, 8, 10, 10, 7, 14, 8, 8, 9, 9, 9, 11, 11, 9, 9, 9, 9, 9, 9, 11, 10, 11, 9, 8, 11, 9, 12, 9, 16, 8, 14, 10, 10, 10, 10, 8, 11, 11, 10, 16, 4, 9, 9, 9, 11, 10, 11, 9, 9, 10, 10, 6, 8, 7, 10, 10, 10, 16, 9, 9, 9, 12, 8, 9, 7, 10, 12, 11, 12, 14, 12, 12, 10, 10, 9, 9, 10, 9, 9, 9, 8, 9, 9, 9, 9, 9, 9, 1, 9, 9, 9, 10, 14, 10, 9, 10, 10, 15, 9, 7, 10, 10, 3, 2, 4, 3, 2, 3, 2, 4, 6, 3, 3, 3, 8, 8, 10, 8, 5, 8, 9, 2, 3, 3, 4, 4, 11, 8, 9, 3, 6, 5, 8, 6, 6, 4, 4, 4, 4, 6, 4, 8, 6, 5, 5, 9, 7, 5, 5, 4, 8, 4, 11, 5, 5, 5, 3]
12515	order	Cytophagales	6	1	8			2.69	1.29	[1, 3, 1, 8, 5, 3, 2, 3, 2, 3, 3, 3, 3, 1, 3, 2, 3, 3, 3, 3, 2, 4, 3, 4, 2, 2, 3, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4, 3, 3, 4]
12516	order	Desulfurobacteriales	1	2	3			2.50	0.00	[3, 2]
12517	order	"Bacteroidales"	8	2	7			3.34	1.07	[3, 3, 2, 2, 2, 4, 2, 3, 2, 2, 2, 2, 2, 7, 7, 5, 4, 4, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 6, 5, 7, 6, 5, 6, 6, 6, 6, 5, 5, 4, 7, 6, 5, 5, 6, 4, 4, 5, 4, 4, 4, 4, 4, 5, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
12518	order	Alteromonadales	10	1	16			7.38	3.01	[7, 9, 8, 7, 9, 8, 7, 9, 8, 9, 9, 10, 12, 12, 12, 10, 9, 9, 8, 8, 10, 8, 8, 8, 8, 9, 8, 9, 9, 9, 8, 4, 4, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 7, 2, 3, 4, 3, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 4, 6, 9, 9, 6, 6, 6, 6, 3, 3, 11, 16, 7, 10, 10, 8, 9, 9, 9, 8, 8, 8, 10, 8, 8, 10, 12, 11, 10, 10, 10, 10, 14, 9, 10, 8, 10, 9, 10, 9, 8, 9, 8, 9, 10, 10, 10, 8, 10, 8, 11, 4, 4, 4, 4, 4]
12519	order	Nitrosomonadales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1]
12520	order	Caldisericales	1	1	1			1.00	0.00	[1]
12521	order	Erysipelotrichales	1	3	14			9.10	0.00	[14, 7, 3, 4, 9, 5, 5, 12, 5, 9]
12522	order	Deferribacterales	2	1	2			1.50	0.50	[1, 2, 2, 2, 2]
12523	order	Cardiobacteriales	1	3	3			3.00	0.00	[3]
12524	order	Puniceicoccales	1	2	2			2.00	0.00	[2]
12525	order	Desulfurellales	1	2	2			2.00	0.00	[2, 2]
12526	order	Bifidobacteriales	1	2	6			2.31	0.00	[2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 4, 2, 4, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 3, 3, 2, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 4, 5, 5, 4, 5, 5, 4, 4, 4, 4, 2, 4, 2, 5, 6, 4, 5, 3, 4, 2, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4, 2, 4, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 3, 4, 4, 4]
12527	order	Rubrobacterales	1	1	1			1.00	0.00	[1, 1]
12528	order	"Flavobacteriales"	16	1	13			1.19	0.52	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 1, 2, 2, 2, 3, 2, 10, 6, 3, 2, 2, 6, 6, 6, 7, 6, 6, 5, 5, 6, 4, 2, 2, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 6, 6, 5, 3, 4, 6, 6, 6, 1, 1, 1, 1, 4, 13, 6, 5, 5, 7, 5, 7, 3, 6, 6, 3, 3, 6, 3, 6, 3, 4, 6, 2, 2, 2, 3, 2, 3, 3, 3, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 5, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 2, 2, 8, 5, 9, 9, 3, 3, 2, 2, 3, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 2, 3, 3, 6, 6, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4, 2, 2, 3, 3, 3, 4, 2, 2]
12529	order	"Chloroflexales"	1	2	3			2.50	0.00	[2, 2, 3, 3, 3]
12530	order	Methylophilales	1	1	3			2.00	0.00	[2, 2, 2, 2, 2, 3, 2, 1]
12531	order	Phycisphaerales	1	1	1			1.00	0.00	[1]
12532	order	Deinococcales	2	2	5			2.70	0.70	[3, 4, 4, 3, 4, 5, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 2]
12533	order	Methanobacteriales	2	2	4			2.17	0.17	[2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2, 2, 2, 3, 2, 2, 2, 2, 2]
12534	order	Pseudomonadales	2	1	9			4.38	0.12	[5, 3, 5, 4, 4, 5, 4, 3, 5, 2, 3, 4, 5, 3, 3, 4, 7, 5, 5, 5, 5, 5, 6, 4, 4, 4, 6, 4, 7, 7, 7, 4, 5, 5, 7, 5, 4, 4, 4, 4, 6, 8, 4, 5, 6, 6, 6, 4, 4, 6, 4, 4, 4, 6, 4, 7, 7, 4, 5, 5, 5, 5, 5, 4, 5, 5, 7, 5, 4, 5, 8, 7, 6, 4, 4, 4, 7, 7, 4, 5, 4, 6, 4, 6, 7, 6, 4, 1, 5, 4, 5, 4, 4, 5, 5, 6, 4, 6, 6, 6, 5, 6, 4, 4, 5, 4, 4, 6, 4, 7, 5, 6, 4, 6, 5, 6, 4, 5, 5, 7, 5, 4, 4, 4, 5, 5, 4, 8, 6, 5, 4, 5, 4, 4, 5, 6, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 7, 4, 4, 5, 6, 6, 4, 4, 4, 6, 5, 5, 4, 3, 5, 5, 4, 5, 4, 4, 6, 6, 4, 5, 6, 7, 6, 6, 7, 4, 5, 1, 1, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 4, 6, 4, 4, 4, 4, 4, 7, 4, 7, 4, 4, 4, 5, 5, 5, 4, 7, 5, 5, 7, 5, 5, 6, 7, 6, 4, 3, 5, 4, 4, 4, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 7, 6, 5, 5, 7, 4, 4, 4, 6, 7, 7, 7, 6, 4, 7, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 6, 7, 7, 4, 7, 9, 7, 6, 6, 7, 7, 5, 6, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 5, 6, 4, 6, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 6, 4, 4, 4, 6, 6, 4, 6, 5, 4, 4, 4, 7, 4, 4, 6, 5, 4, 4, 4, 4, 4, 5, 6, 4, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 6, 6, 5, 5, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 7, 6, 6, 6, 6, 2, 6, 6, 4, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 6, 4, 4, 5, 5, 5, 3, 4]
12535	order	Thermoproteales	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
12536	order	Planctomycetales	1	1	8			2.54	0.00	[2, 1, 2, 3, 5, 1, 1, 8, 3, 1, 2, 2, 4, 3]
12537	order	Opitutales	1	1	2			1.20	0.00	[1, 1, 2, 1, 1]
12538	order	Selenomonadales	2	3	15			5.08	0.58	[4, 9, 15, 4, 7, 4, 4, 4, 5, 5, 4, 4, 4, 4, 7, 7, 7, 6, 6, 4, 5, 6, 3]
12539	order	Gemmatimonadales	1	1	2			1.67	0.00	[1, 2, 2]
12540	order	Desulfovibrionales	3	1	7			2.25	0.36	[2, 2, 3, 4, 5, 4, 3, 5, 5, 2, 2, 5, 3, 3, 1, 3, 2, 7, 3, 2, 2, 2]
12541	order	Solirubrobacterales	1	1	1			1.00	0.00	[1]
12542	order	Sphingomonadales	2	1	5			1.76	0.47	[2, 3, 3, 3, 5, 3, 3, 2, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 3, 4, 2, 3, 2, 2, 3, 2, 3, 2, 4, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 2, 2, 1, 2, 3, 2, 2, 2, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1]
12543	order	Chrysiogenales	1	3	3			3.00	0.00	[3]
12544	order	Bacillales	17	1	17			7.79	2.90	[11, 6, 7, 4, 4, 6, 6, 5, 5, 5, 15, 12, 14, 14, 17, 11, 12, 12, 8, 12, 13, 13, 9, 14, 14, 13, 12, 8, 13, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 10, 15, 12, 9, 9, 10, 13, 9, 11, 6, 10, 10, 14, 10, 11, 12, 12, 13, 8, 8, 8, 8, 9, 10, 8, 9, 15, 14, 8, 8, 8, 8, 13, 10, 11, 4, 4, 4, 9, 9, 6, 6, 5, 6, 6, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 5, 5, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 4, 7, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 7, 6, 5, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 5, 6, 7, 5, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 4, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 6, 6, 7, 7, 6, 5, 7, 5, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 6, 5, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 1, 1, 1, 5, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 7, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 5, 5, 4, 12, 14, 9, 9, 12, 12, 8, 9, 9, 9, 9, 10, 9, 9, 11, 9, 9, 8, 10, 9, 8, 7, 8, 8, 9, 8, 9, 12, 10, 13, 12, 12, 12, 11, 2, 12, 9, 7, 10, 7, 7, 9, 6, 7, 7, 7, 7, 8, 10, 10, 8, 7, 8, 6, 7, 7, 6, 6, 6, 9, 9, 9, 9, 10, 9, 7, 13, 11, 12, 11, 7, 11, 14, 10, 7, 8, 13, 7, 13, 14, 9, 13, 7, 14, 14, 14, 13, 11, 12, 14, 11, 11, 12, 14, 11, 8, 7, 10, 10, 14, 13, 6, 10, 7, 10, 9, 7, 11, 10, 10, 12, 10, 12, 10, 10, 9, 14, 10, 10, 13, 12, 14, 10, 11, 15, 14, 9, 10, 9, 12, 13, 9, 10, 9, 7, 10, 9, 9, 10, 9, 12, 10, 15, 10, 11, 11, 10, 8, 10, 8, 14, 7, 13, 10, 10, 8, 7, 14, 9, 10, 7, 7, 11, 14, 11, 12, 14, 7, 7, 7, 9, 1, 7, 10, 10, 13, 8, 14, 9, 9, 10, 8, 11, 13, 14, 14, 10, 11, 11, 14, 11, 14, 11, 11, 12, 11, 10, 10, 10, 13, 11, 13, 14, 14, 14, 14, 10, 14, 11, 13, 8, 14, 11, 14, 11, 11, 13, 8, 13, 11, 7, 6, 10, 13, 10, 10, 10, 11, 7, 8, 8, 7, 14, 10, 9, 9, 10, 13, 10, 10, 10, 11, 14, 14, 13, 8, 10, 13, 7, 6, 12, 10, 9, 14, 1, 7, 10, 11, 12, 8, 9, 10, 8, 14, 8, 8, 8, 9, 9, 14, 8, 7, 8, 13, 10, 13, 16, 15, 13, 12, 9, 14, 11, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 9, 7, 15, 10, 7, 10, 10, 8, 9, 10, 12, 10, 14, 14, 9, 8, 10, 10, 9, 10, 13, 5, 8, 9, 10, 9, 13, 11, 9, 9, 10, 10, 8, 8, 10, 8, 9, 11, 8, 8, 8, 15, 15, 14, 11, 9, 14, 9, 13, 12, 13, 10, 9, 8, 9, 10, 14, 8, 8, 8, 8, 8, 10, 14, 7, 15, 9, 9, 11, 10, 9, 8, 10, 8, 10, 9, 9, 10, 10, 13, 8, 12, 9, 14, 12, 10, 10, 8, 10, 10, 9, 11, 8, 14, 14, 14, 14, 10, 13, 9, 14, 14, 14, 8, 9, 9, 9, 8, 12, 15, 7, 13, 13, 13, 12, 13, 13, 13, 13, 13, 13, 10, 10, 8, 10, 11, 14, 10, 9, 9, 11, 8, 8, 8, 8, 7, 9, 14, 8, 9, 8, 7, 9, 9, 7, 15, 13, 9, 9, 8, 9, 9, 10, 9, 9, 10, 8, 9, 10, 8, 8, 14, 14, 9, 9, 9, 9, 9, 13, 9, 14, 8, 9, 9, 8, 9, 9, 9, 9, 10, 9, 11, 8, 9, 9, 9, 10, 8, 13, 9, 14, 14, 12, 9, 8, 9, 14, 14, 8, 8, 9, 7, 7, 7, 8, 8, 9, 7, 9, 9, 9, 9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 8, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 12, 11, 17]
