id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
11886	genus	Thermosulfidibacter	1	1	1	1	1	1.00	0.00	[1]
11887	genus	Starkeya	1	1	1	1	1	1.00	0.00	[1]
11888	genus	Cycloclasticus	3	1	2	1	1	1.33	0.47	[1, 1, 2]
11889	genus	Desulfurispirillum	1	3	3	3	3	3.00	0.00	[3]
11890	genus	Tetragenococcus	3	5	5	5	5	5.00	0.00	[5, 5, 5]
11891	genus	GpXI	5	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2]
11892	genus	Lutibacter	2	2	2	2	2.0	2.00	0.00	[2, 2]
11893	genus	Microbacterium	14	1	3	2	2.0	2.00	0.38	[2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2]
11894	genus	Pectobacterium	16	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
11895	genus	Methylophilus	1	2	2	2	2	2.00	0.00	[2]
11896	genus	Denitrovibrio	1	2	2	2	2	2.00	0.00	[2]
11897	genus	Pseudoxanthomonas	3	1	2	1	1	1.33	0.47	[2, 1, 1]
11898	genus	Laceyella	1	12	12	12	12	12.00	0.00	[12]
11899	genus	Anderseniella	1	1	1	1	1	1.00	0.00	[1]
11900	genus	Tistrella	1	4	4	4	4	4.00	0.00	[4]
11901	genus	Limnohabitans	2	2	3		2.5	2.50	0.50	[3, 2]
11902	genus	Carnobacterium	4	6	8	8	8.0	7.50	0.87	[8, 6, 8, 8]
11903	genus	Phaeobacter	34	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
11904	genus	Variovorax	6	2	3	2	2.0	2.17	0.37	[2, 2, 2, 2, 2, 3]
11905	genus	GpVII	2	3	3	3	3.0	3.00	0.00	[3, 3]
11906	genus	Corynebacterium	192	3	7	4	4.0	4.41	0.84	[3, 6, 5, 6, 3, 3, 3, 4, 4, 4, 4, 3, 6, 5, 6, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 4, 4, 4, 4, 6, 6, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 5, 4, 4, 4, 3, 6, 4, 4, 4, 4, 6, 4, 5, 4, 4, 4, 6, 5, 3, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 6, 5, 4, 4, 5, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 6, 5, 6, 6, 6, 4, 6, 6, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 5, 6, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4]
11907	genus	Magnetococcus	1	3	3	3	3	3.00	0.00	[3]
11908	genus	Saccharothrix	1	4	4	4	4	4.00	0.00	[4]
11909	genus	Taylorella	8	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3]
11910	genus	Caldanaerobacter	1	4	4	4	4	4.00	0.00	[4]
11911	genus	Desulfococcus	2	3	3	3	3.0	3.00	0.00	[3, 3]
11912	genus	Halobacteroides	1	5	5	5	5	5.00	0.00	[5]
11913	genus	Aliivibrio	3	7	12	12	12	10.33	2.36	[12, 12, 7]
11914	genus	Nitratifractor	1	2	2	2	2	2.00	0.00	[2]
11915	genus	Methanococcus	9	2	4	3	3	2.78	0.63	[2, 3, 3, 4, 2, 3, 3, 2, 3]
11916	genus	Desulfocapsa	1	3	3	3	3	3.00	0.00	[3]
11917	genus	Desulfomicrobium	2	2	2	2	2.0	2.00	0.00	[2, 2]
11918	genus	Flavonifractor	1	2	2	2	2	2.00	0.00	[2]
11919	genus	Salinispira	1	2	2	2	2	2.00	0.00	[2]
11920	genus	Methanobrevibacter	7	2	3	2	2	2.14	0.35	[2, 2, 3, 2, 2, 2, 2]
11921	genus	Hymenobacter	8	2	4	3	3.0	2.88	0.60	[3, 4, 2, 2, 3, 3, 3, 3]
11922	genus	Methanothermococcus	1	2	2	2	2	2.00	0.00	[2]
11923	genus	Halopenitus	1	2	2	2	2	2.00	0.00	[2]
11924	genus	Lachnospiracea_incertae_sedis	4	4	8	5	5.0	5.50	1.50	[5, 5, 4, 8]
11925	genus	Methanohalobium	1	2	2	2	2	2.00	0.00	[2]
11926	genus	Thermotoga	16	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
11927	genus	Dechloromonas	1	3	3	3	3	3.00	0.00	[3]
11928	genus	Roseburia	1	4	4	4	4	4.00	0.00	[4]
11929	genus	Wolinella	1	3	3	3	3	3.00	0.00	[3]
11930	genus	Nitrososphaera	4	1	2	1	1.0	1.25	0.43	[1, 2, 1, 1]
11931	genus	Salinibacter	8	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
11932	genus	Spongiibacter	1	2	2	2	2	2.00	0.00	[2]
11933	genus	Nitrobacter	2	1	1	1	1.0	1.00	0.00	[1, 1]
11934	genus	Anaplasma	18	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
11935	genus	Fusobacterium	35	3	8	5	5	5.14	1.05	[5, 5, 5, 5, 5, 3, 4, 4, 4, 5, 4, 5, 5, 3, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 7, 7, 6, 6, 5, 5, 7]
11936	genus	Thioclava	1	3	3	3	3	3.00	0.00	[3]
11937	genus	Thermanaerovibrio	1	3	3	3	3	3.00	0.00	[3]
11938	genus	Salinigranum	1	2	2	2	2	2.00	0.00	[2]
11939	genus	Moritella	2	11	16		13.5	13.50	2.50	[11, 16]
11940	genus	Myroides	4	5	9	9	8.5	7.75	1.64	[8, 5, 9, 9]
11941	genus	Scardovia	1	2	2	2	2	2.00	0.00	[2]
11942	genus	Carboxydothermus	1	4	4	4	4	4.00	0.00	[4]
11943	genus	Saccharibacteria_genera_incertae_sedis	2	1	1	1	1.0	1.00	0.00	[1, 1]
11944	genus	Fictibacillus	2	7	7	7	7.0	7.00	0.00	[7, 7]
11945	genus	GpIIa	26	1	3	1	1.5	1.58	0.63	[1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 3, 1, 1, 2, 2, 3]
11946	genus	Brevibacterium	2	4	4	4	4.0	4.00	0.00	[4, 4]
11947	genus	Geobacter	11	2	4	2	2	2.64	0.88	[2, 2, 2, 2, 4, 2, 4, 4, 2, 3, 2]
11948	genus	Herbaspirillum	7	2	3	3	3	2.86	0.35	[3, 3, 2, 3, 3, 3, 3]
11949	genus	Kosmotoga	2	2	2	2	2.0	2.00	0.00	[2, 2]
11950	genus	Parasutterella	1	6	6	6	6	6.00	0.00	[6]
11951	genus	Methanospirillum	1	4	4	4	4	4.00	0.00	[4]
11952	genus	Weissella	14	5	11	9	8.0	7.71	1.75	[5, 6, 6, 6, 8, 8, 9, 11, 9, 9, 8, 5, 9, 9]
11953	genus	Methylomicrobium	1	3	3	3	3	3.00	0.00	[3]
11954	genus	Rhodanobacter	1	2	2	2	2	2.00	0.00	[2]
11955	genus	Methanothrix	2	1	2		1.5	1.50	0.50	[2, 1]
11956	genus	Acetothermia_genera_incertae_sedis	1	1	1	1	1	1.00	0.00	[1]
11957	genus	Nakamurella	1	2	2	2	2	2.00	0.00	[2]
11958	genus	Pontibacter	2	4	4	4	4.0	4.00	0.00	[4, 4]
11959	genus	Haliangium	1	2	2	2	2	2.00	0.00	[2]
11960	genus	Sulfurihydrogenibium	2	2	3		2.5	2.50	0.50	[3, 2]
11961	genus	Pannonibacter	1	3	3	3	3	3.00	0.00	[3]
11962	genus	Siansivirga	1	3	3	3	3	3.00	0.00	[3]
11963	genus	Bombella	1	1	1	1	1	1.00	0.00	[1]
11964	genus	Campylobacter	214	1	4	3	3.0	2.34	0.93	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 1, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3]
11965	genus	Draconibacterium	1	2	2	2	2	2.00	0.00	[2]
11966	genus	Pirellula	1	1	1	1	1	1.00	0.00	[1]
11967	genus	Phyllobacterium	1	3	3	3	3	3.00	0.00	[3]
11968	genus	Pyrobaculum	1	1	1	1	1	1.00	0.00	[1]
11969	genus	Segniliparus	1	1	1	1	1	1.00	0.00	[1]
11970	genus	Halorhodospira	2	2	2	2	2.0	2.00	0.00	[2, 2]
11971	genus	Meiothermus	2	2	2	2	2.0	2.00	0.00	[2, 2]
11972	genus	Rubinisphaera	1	2	2	2	2	2.00	0.00	[2]
11973	genus	Pelagibacterium	1	2	2	2	2	2.00	0.00	[2]
11974	genus	Roseobacter	3	1	1	1	1	1.00	0.00	[1, 1, 1]
11975	genus	Hippea	1	2	2	2	2	2.00	0.00	[2]
11976	genus	Sulfuritalea	1	2	2	2	2	2.00	0.00	[2]
11977	genus	Borreliella	18	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
11978	genus	Granulosicoccus	1	3	3	3	3	3.00	0.00	[3]
11979	genus	Candidatus Cloacamonas	1	2	2	2	2	2.00	0.00	[2]
11980	genus	Archaeoglobus	5	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1]
11981	genus	Mycetocola	1	3	3	3	3	3.00	0.00	[3]
11982	genus	Alkalilimnicola	1	2	2	2	2	2.00	0.00	[2]
11983	genus	Methylocella	1	2	2	2	2	2.00	0.00	[2]
11984	genus	Aminobacter	3	2	3	2	2	2.33	0.47	[3, 2, 2]
11985	genus	Gallionella	1	3	3	3	3	3.00	0.00	[3]
11986	genus	Rummeliibacillus	1	12	12	12	12	12.00	0.00	[12]
11987	genus	Desulfatibacillum	1	2	2	2	2	2.00	0.00	[2]
11988	genus	Megamonas	1	5	5	5	5	5.00	0.00	[5]
11989	genus	Photorhabdus	6	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7]
11990	genus	Curtobacterium	3	3	4	3	3	3.33	0.47	[4, 3, 3]
11991	genus	Actinoalloteichus	5	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3]
11992	genus	Salegentibacter	1	3	3	3	3	3.00	0.00	[3]
11993	genus	Photobacterium	6	9	21	15	15.0	14.00	4.12	[15, 9, 15, 9, 15, 21]
11994	genus	Anoxybacillus	7	7	9	9	9	8.43	0.73	[8, 8, 9, 7, 9, 9, 9]
11995	genus	Thermomicrobium	1	2	2	2	2	2.00	0.00	[2]
11996	genus	Leisingera	1	5	5	5	5	5.00	0.00	[5]
11997	genus	Bradyrhizobium	21	1	2	1	1	1.33	0.47	[1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]
11998	genus	Halothiobacillus	2	2	2	2	2.0	2.00	0.00	[2, 2]
11999	genus	Marivirga	1	2	2	2	2	2.00	0.00	[2]
12000	genus	Marinifilum	1	6	6	6	6	6.00	0.00	[6]
12001	genus	Tessaracoccus	6	1	2	2	2.0	1.67	0.47	[2, 2, 1, 2, 2, 1]
12002	genus	Thalassobaculum	2	1	1	1	1.0	1.00	0.00	[1, 1]
12003	genus	Micromonospora	4	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3]
12004	genus	Halothermothrix	1	4	4	4	4	4.00	0.00	[4]
12005	genus	Cellulosilyticum	1	11	11	11	11	11.00	0.00	[11]
12006	genus	Geobacillus	24	8	11	10	10.0	9.58	0.81	[9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 8, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10]
12007	genus	Thiodictyon	1	2	2	2	2	2.00	0.00	[2]
12008	genus	Miniimonas	1	2	2	2	2	2.00	0.00	[2]
12009	genus	Xanthobacter	1	2	2	2	2	2.00	0.00	[2]
12010	genus	Collimonas	7	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3]
12011	genus	Methylophaga	2	3	3	3	3.0	3.00	0.00	[3, 3]
12012	genus	Frondihabitans	1	2	2	2	2	2.00	0.00	[2]
12013	genus	Chelativorans	1	2	2	2	2	2.00	0.00	[2]
12014	genus	Bacteriovorax	1	2	2	2	2	2.00	0.00	[2]
12015	genus	Maribacter	4	2	3	2	2.0	2.25	0.43	[2, 2, 3, 2]
12016	genus	Pseudothermotoga	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
12017	genus	Octadecabacter	3	1	2	2	2	1.67	0.47	[2, 2, 1]
12018	genus	Muricauda	2	2	2	2	2.0	2.00	0.00	[2, 2]
12019	genus	Leadbetterella	1	3	3	3	3	3.00	0.00	[3]
12020	genus	Chlamydia	137	1	3	2	2	1.82	0.44	[2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1]
12021	genus	GpXIII	2	2	3		2.5	2.50	0.50	[3, 2]
12022	genus	Haloarcula	5	2	3	3	3	2.80	0.40	[3, 3, 3, 3, 2]
12023	genus	Pseudohongiella	1	2	2	2	2	2.00	0.00	[2]
12024	genus	Acidisphaera	1	1	1	1	1	1.00	0.00	[1]
12025	genus	Ruegeria	4	3	5	3	3.5	3.75	0.83	[3, 5, 4, 3]
12026	genus	Kibdelosporangium	1	3	3	3	3	3.00	0.00	[3]
12027	genus	Achromobacter	15	3	4	3	3	3.27	0.44	[3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3]
12028	genus	Anaerolinea	1	2	2	2	2	2.00	0.00	[2]
12029	genus	Acidothermus	1	1	1	1	1	1.00	0.00	[1]
12030	genus	Elizabethkingia	26	4	5	5	5.0	4.85	0.36	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4]
12031	genus	Celeribacter	3	2	3	2	2	2.33	0.47	[2, 2, 3]
12032	genus	Variibacter	1	1	1	1	1	1.00	0.00	[1]
12033	genus	Pontimonas	1	1	1	1	1	1.00	0.00	[1]
12034	genus	Dehalogenimonas	2	1	1	1	1.0	1.00	0.00	[1, 1]
12035	genus	Shimwellia	1	8	8	8	8	8.00	0.00	[8]
12036	genus	Vitreoscilla	2	2	7		4.5	4.50	2.50	[2, 7]
12037	genus	Psychrobacter	12	3	6	4	4.0	4.42	0.76	[4, 4, 5, 4, 6, 4, 4, 5, 5, 5, 3, 4]
12038	genus	Janthinobacterium	4	1	8	8	8.0	6.25	3.03	[1, 8, 8, 8]
12039	genus	Collinsella	1	5	5	5	5	5.00	0.00	[5]
12040	genus	Thermincola	1	3	3	3	3	3.00	0.00	[3]
12041	genus	Polaribacter	5	2	6		3	4.00	1.67	[2, 3, 3, 6, 6]
12042	genus	Blautia	3	5	5	5	5	5.00	0.00	[5, 5, 5]
12043	genus	Micrococcus	3	2	2	2	2	2.00	0.00	[2, 2, 2]
12044	genus	Halobiforma	1	3	3	3	3	3.00	0.00	[3]
12045	genus	Cupriavidus	11	4	7	7	5	5.55	1.23	[5, 4, 6, 5, 7, 4, 7, 7, 7, 5, 4]
12046	genus	Arsenicicoccus	1	2	2	2	2	2.00	0.00	[2]
12047	genus	Leuconostoc	23	3	4	4	4	3.91	0.28	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4]
12048	genus	Filimonas	1	5	5	5	5	5.00	0.00	[5]
12049	genus	Borrelia	16	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
12050	genus	Cryobacterium	2	3	3	3	3.0	3.00	0.00	[3, 3]
12051	genus	Cronobacter	13	7	7	7	7	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
12052	genus	Ramlibacter	2	1	2		1.5	1.50	0.50	[1, 2]
12053	genus	Gemella	3	4	4	4	4	4.00	0.00	[4, 4, 4]
12054	genus	Ethanoligenens	2	3	3	3	3.0	3.00	0.00	[3, 3]
12055	genus	Vulcanisaeta	2	1	1	1	1.0	1.00	0.00	[1, 1]
12056	genus	Burkholderia	246	2	7	4	4.0	4.76	0.99	[6, 5, 4, 4, 4, 4, 6, 6, 6, 5, 4, 4, 4, 4, 5, 6, 6, 6, 6, 5, 7, 6, 6, 5, 3, 6, 6, 6, 6, 4, 6, 2, 4, 6, 4, 5, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 6, 4, 6, 4, 4, 6, 4, 4, 3, 3, 4, 4, 4, 4, 4, 5, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 5, 5, 6, 4, 4, 5, 5, 6, 5, 6, 5, 4, 4, 4, 6, 4, 6, 5, 6, 6, 4, 4, 4, 6, 4, 4, 6, 4, 4, 6, 4, 4, 4, 6, 6, 6, 7, 4, 4, 4, 6, 6, 6, 5, 6, 6, 6, 6, 6, 4, 4, 4, 5, 6, 5, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 5, 4, 6, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 5, 6, 4, 4, 6, 6, 7, 6, 5, 4, 4, 6, 6, 4, 6, 6, 6, 7, 5, 6, 6, 4, 6]
12057	genus	Hafnia	7	7	8	8	8	7.71	0.45	[8, 8, 8, 7, 8, 8, 7]
12058	genus	Gimesia	1	2	2	2	2	2.00	0.00	[2]
12059	genus	Ornithinimicrobium	1	2	2	2	2	2.00	0.00	[2]
12060	genus	Rahnella	3	7	9	9	9	8.33	0.94	[7, 9, 9]
12061	genus	Thioalkalimicrobium	2	2	2	2	2.0	2.00	0.00	[2, 2]
12062	genus	Thermoanaerobacterium	5	5	5	5	5	5.00	0.00	[5, 5, 5, 5, 5]
12063	genus	Ectothiorhodospira	1	2	2	2	2	2.00	0.00	[2]
12064	genus	Lentibacillus	1	6	6	6	6	6.00	0.00	[6]
12065	genus	Syntrophothermus	1	2	2	2	2	2.00	0.00	[2]
12066	genus	Capnocytophaga	20	3	4	4	4.0	3.55	0.50	[4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4]
12067	genus	Pararhodospirillum	1	1	1	1	1	1.00	0.00	[1]
12068	genus	Desulfitobacterium	5	5	8	6	6	6.20	0.98	[6, 5, 8, 6, 6]
12069	genus	Lysinibacillus	8	2	13	12	12.0	10.50	3.32	[10, 13, 12, 12, 12, 11, 2, 12]
12070	genus	Methanohalophilus	2	1	3		2.0	2.00	1.00	[3, 1]
12071	genus	Bifidobacterium	108	2	6	4	3.0	3.25	0.94	[4, 4, 5, 4, 2, 4, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 3, 3, 2, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 4, 5, 5, 4, 5, 5, 4, 4, 4, 4, 2, 4, 2, 5, 6, 4, 5, 3, 4, 2, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4, 2, 4, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 3, 4, 4, 4]
12072	genus	Streptomyces	117	5	7	6	6	6.21	0.50	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 7, 6, 6, 6, 6, 7, 6, 6, 7, 6, 7, 6, 6, 5, 5, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 7, 6, 7, 6, 6, 7, 6, 7, 6, 6, 7, 7, 6, 6, 6, 7, 6, 5, 6, 7, 6, 7, 6, 6, 6, 7, 6, 5, 7, 6, 6, 6, 6, 7, 6, 6, 5, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6]
12073	genus	Brachyspira	8	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
12074	genus	Paenalcaligenes	1	3	3	3	3	3.00	0.00	[3]
12075	genus	Clostridium sensu stricto	105	1	16	9	9	9.70	2.16	[6, 11, 10, 7, 8, 10, 10, 7, 14, 8, 8, 9, 9, 9, 11, 11, 9, 9, 9, 9, 9, 9, 11, 10, 11, 9, 8, 11, 9, 12, 9, 16, 8, 14, 10, 10, 10, 10, 8, 11, 11, 10, 16, 4, 9, 9, 9, 11, 10, 11, 9, 9, 10, 10, 6, 8, 7, 10, 10, 10, 16, 9, 9, 9, 12, 8, 9, 7, 10, 12, 11, 12, 14, 12, 12, 10, 10, 9, 9, 10, 9, 9, 9, 8, 9, 9, 9, 9, 9, 9, 1, 9, 9, 9, 10, 14, 10, 9, 10, 10, 15, 9, 7, 10, 10]
12076	genus	Gemmatimonas	3	1	2	2	2	1.67	0.47	[1, 2, 2]
12077	genus	Sebaldella	1	4	4	4	4	4.00	0.00	[4]
12078	genus	Solimonas	1	2	2	2	2	2.00	0.00	[2]
12079	genus	Nocardioides	4	2	3		2.5	2.50	0.50	[2, 2, 3, 3]
12080	genus	Anaeromyxobacter	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
12081	genus	Frateuria	1	4	4	4	4	4.00	0.00	[4]
12082	genus	Pediococcus	22	2	5	5	5.0	4.45	0.72	[5, 4, 5, 5, 2, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5]
12083	genus	Lawsonia	2	2	2	2	2.0	2.00	0.00	[2, 2]
12084	genus	Robiginitalea	1	2	2	2	2	2.00	0.00	[2]
12085	genus	Gallaecimonas	1	6	6	6	6	6.00	0.00	[6]
12086	genus	Roseomonas	2	5	5	5	5.0	5.00	0.00	[5, 5]
12087	genus	Desulfovibrio	17	1	7	3	3	3.53	1.46	[3, 4, 5, 4, 3, 5, 5, 2, 2, 5, 3, 3, 1, 3, 2, 7, 3]
12088	genus	Basilea	1	3	3	3	3	3.00	0.00	[3]
12089	genus	Fastidiosipila	1	2	2	2	2	2.00	0.00	[2]
12090	genus	Paraglaciecola	3	5	6	5	5	5.33	0.47	[5, 5, 6]
12091	genus	Kozakia	2	5	5	5	5.0	5.00	0.00	[5, 5]
12092	genus	Zhihengliuella	1	3	3	3	3	3.00	0.00	[3]
12093	genus	Alcaligenes	4	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3]
12094	genus	Nonlabens	5	2	4	3	3	3.00	0.63	[2, 3, 3, 3, 4]
12095	genus	Alkalitalea	1	4	4	4	4	4.00	0.00	[4]
12096	genus	Thermosediminibacter	1	3	3	3	3	3.00	0.00	[3]
12097	genus	Janibacter	1	2	2	2	2	2.00	0.00	[2]
12098	genus	Allomonas	1	6	6	6	6	6.00	0.00	[6]
12099	genus	Spiribacter	2	1	1	1	1.0	1.00	0.00	[1, 1]
12100	genus	Loktanella	3	2	3	3	3	2.67	0.47	[3, 2, 3]
12101	genus	Aquisphaera	2	3	4		3.5	3.50	0.50	[4, 3]
12102	genus	Dyadobacter	1	4	4	4	4	4.00	0.00	[4]
12103	genus	Spiroplasma	28	1	2	1	1.0	1.14	0.35	[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2]
12104	genus	Ilyobacter	1	8	8	8	8	8.00	0.00	[8]
12105	genus	Methylotenera	4	1	3	2	2.0	2.00	0.71	[2, 3, 2, 1]
12106	genus	Thermodesulfovibrio	1	1	1	1	1	1.00	0.00	[1]
12107	genus	Thiohalobacter	1	1	1	1	1	1.00	0.00	[1]
12108	genus	Rubrivivax	1	3	3	3	3	3.00	0.00	[3]
12109	genus	Porphyromonas	22	2	4	4	4.0	3.91	0.42	[4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
12110	genus	Candidatus Kuenenia	1	1	1	1	1	1.00	0.00	[1]
12111	genus	Clostridium XII	1	6	6	6	6	6.00	0.00	[6]
12112	genus	Teredinibacter	2	3	3	3	3.0	3.00	0.00	[3, 3]
12113	genus	Gilliamella	1	4	4	4	4	4.00	0.00	[4]
12114	genus	Rhodothermus	2	1	1	1	1.0	1.00	0.00	[1, 1]
12115	genus	GpIV	4	1	3	1	1.5	1.75	0.83	[1, 3, 1, 2]
12116	genus	Oxalobacter	2	1	2		1.5	1.50	0.50	[1, 2]
12117	genus	Methylomonas	4	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3]
12118	genus	Zobellella	1	8	8	8	8	8.00	0.00	[8]
